,Unnamed: 0,budget,homepage,id,imdb_id,revenue,runtime,language,description,popularity,title,rating,votes,year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8
146,146,20000,,928773,tt6344890,0,76,en,young nurse assigned look patient remote location english countryside  night continues finds terrorized unseen force connected patient ,202.954,Whisper,6.3,43,2022,Horror,Thriller,,,,,,
147,147,0,,944864,tt18082758,0,87,nl,self proclaimed ethical hacker mel bandison's life turned upside stops data breach high tech self driving bus also happens shut international criminal network  becomes target framed deepfake video  shows  murders someone ,202.414,The Takeover,5.8,98,2022,Action,Crime,Thriller,,,,,
149,149,0,https://www.netflix.com/title/81483371,1033107,tt22437050,0,123,en,"two corrupt police officers investigate brutal murder young girl, tensions come head small, racially segregated town ",199.869,Wild Is the Wind,5.7,43,2022,Crime,Drama,,,,,,
150,150,250000000,https://www.warnerbros.com/movies/harry-potter-and-half-blood-prince/,767,tt0417741,933959197,153,en,"lord voldemort tightens grip muggle wizarding worlds, hogwarts longer safe haven  harry suspects perils may even lie within castle, dumbledore intent upon preparing final battle fast approaching  together work find key unlock voldemorts defenses end, dumbledore recruits old friend colleague horace slughorn, believes holds crucial information  even decisive showdown looms, romance blossoms harry, ron, hermione classmates  love air, danger lies ahead hogwarts may never again ",199.678,Harry Potter and the Half-Blood Prince,7.7,16936,2009,Adventure,Fantasy,,,,,,
152,152,0,https://nostromopictures.com/film-detail/gods-crooked-lines,890980,tt13229894,0,155,es,"alice gould, private investigator, pretends mentally ill order enter psychiatric hospital gather evidence case working on  death patient unclear circumstances ",198.136,God's Crooked Lines,7.4,221,2022,Drama,Mystery,Thriller,,,,,
153,153,0,https://www.netflix.com/title/81476441,814338,tt14369780,0,126,en,unhappily married aristocrat lady chatterley begins torrid affair   falls deeply love   gamekeeper husband's country estate ,197.21,Lady Chatterley's Lover,6.8,146,2022,Drama,Romance,,,,,,
154,154,100000000,https://www.warnerbros.com/movies/harry-potter-and-chamber-secrets/,672,tt0295297,876688482,161,en,"cars fly, trees fight back, mysterious house elf comes warn harry potter start second year hogwarts  adventure danger await bloody writing wall announces  chamber secrets opened  save hogwarts require harry, ron hermione’s magical abilities courage ",196.065,Harry Potter and the Chamber of Secrets,7.7,19091,2002,Adventure,Fantasy,,,,,,
156,156,110000000,https://www.venom.movie,580489,tt7097896,506863592,97,en,"finding host body investigative reporter eddie brock, alien symbiote must face new enemy, carnage, alter ego serial killer cletus kasady ",192.758,Venom: Let There Be Carnage,6.9,8338,2021,Action,Adventure,ScienceFiction,,,,,
157,157,0,,928391,tt14083716,0,83,en,"three friends decide play red book game  know house evil waiting released  long time ago witch died part satanic ritual  every question ask, get closer closer her  book reveal answers questions… host evil entity thirst blood ",192.196,The Red Book Ritual,5.4,17,2022,Horror,,,,,,,
159,159,0,,916719,tt15438542,0,93,en,"caleb, former government assassin hiding, resurfaces protégé, equally deadly killer known banshee, discovers bounty placed caleb's head ",190.802,Code Name Banshee,5.3,50,2022,Action,Thriller,,,,,,
161,161,75000000,https://www.morbius.movie/,526896,tt5108870,161000000,105,en,"dangerously ill rare blood disorder, determined save others suffering fate, dr  michael morbius attempts desperate gamble  first appears radical success soon reveals remedy potentially worse disease ",187.369,Morbius,6.3,3060,2022,Action,Fantasy,ScienceFiction,,,,,
162,162,0,,244784,tt0079873,0,91,de,"miss klein runs boarding school  girls go really  free spirited   chloroform peeping tom, lock two plumbers dormitories, strip gamekeeper tease gym teacher  class, biology teacher gets carried away giving demonstration sex positions gym teacher  meantime, one girls makes exciting alterations bicycles make rides enjoyable ",186.985,Six Swedish Girls in a Boarding School,5.0,18,1979,Comedy,,,,,,,
163,163,0,https://www.netflix.com/title/81058695,429473,tt5315210,0,107,en,young girl kidnapped powerful storm  mother joins forces mysterious neighbour set pursuit kidnapper  journey test limits expose dark secrets past ,185.897,Lou,6.7,412,2022,Action,Drama,Thriller,,,,,
165,165,0,https://www.netflix.com/title/81266975,960700,tt18671386,0,125,ja,elric brothers meet toughest opponent yet   lone serial killer large scar forehead ,185.544,Fullmetal Alchemist: The Revenge of Scar,6.8,147,2022,Action,Adventure,Fantasy,,,,,
166,166,300000000,https://www.marvel.com/movies/avengers-infinity-war,299536,tt4154756,2046239637,149,en,"avengers allies continued protect world threats large one hero handle, new danger emerged cosmic shadows  thanos  despot intergalactic infamy, goal collect six infinity stones, artifacts unimaginable power, use inflict twisted reality  everything avengers fought led moment   fate earth existence never uncertain ",184.086,Avengers: Infinity War,8.3,25959,2018,Action,Adventure,ScienceFiction,,,,,
167,167,18300000,,397567,tt7160070,125983972,139,ko,"died unexpectedly, firefighter ja hong taken afterlife 3 afterlife guardians  passes 7 trials 49 days proves innocent human life, he’s able reincarnate, 3 afterlife guardians side defend trial ",183.219,Along with the Gods: The Two Worlds,8.1,750,2017,Action,Drama,Fantasy,,,,,
168,168,0,https://www.netflix.com/title/81504388,884363,tt15686024,0,95,es,"togo wants watch neighbors' homes, wash cars clean sidewalks  drug traffickers want him ",183.068,Togo,6.5,56,2022,Crime,Drama,,,,,,
170,170,0,https://www.hulu.com/movie/grimcutty-c13c6ee6-0307-40ae-8a6a-5c6d48996323,1024530,tt17196124,0,101,en,suburban teen girl little brother must stop terrifying internet meme brought life hysteria parents ,181.572,Grimcutty,5.5,230,2022,Horror,,,,,,,
171,171,121,,851644,tt15340724,0,119,ko,"yeon du asks best friend bora collect information baek hyun jin away u s  heart surgery  bora decides get close baek's best friend, pung woon ho first  however, bora's clumsy plan unfolds unexpected direction  1999, year new century, bora, turns seventeen, falls fever first love ",181.156,20th Century Girl,8.5,345,2022,Drama,Romance,,,,,,
172,172,0,,928015,tt17042714,0,86,en,"detective amelia van helsing desperate hunt killer responsible string grisly murders targeting young women  matters worsen evidence leads seemingly untouchable count dracula  van helsing’s girlfriend vanishes, forced question existence monsters final showdown enigmatic count ",181.148,Dracula: The Original Living Vampire,5.6,57,2022,Fantasy,Horror,Thriller,,,,,
173,173,0,,881487,tt15558152,0,86,en,"series tragedies including death father in law, robert wife maia leave home london move back childhood home  robert discovers old portrait attic man spitting image, goes rabbit hole discover identity mysterious doppelganger known visitor  isn’t long realizes   visitor goes, death follows ",180.509,The Visitor,6.2,30,2022,Horror,Mystery,Thriller,,,,,
175,175,0,,879538,tt14394620,0,90,en,"witnessing brutal murder cabin, man hides crawlspace killers scour property hidden fortune  draw nearer, must decide crawlspace tomb battleground fight survival ",179.596,Crawlspace,6.7,74,2022,Thriller,,,,,,,
176,176,120000000,https://www.unchartedmovie.com,335787,tt1464335,401748820,116,en,"young street smart, nathan drake wisecracking partner victor  sully  sullivan embark dangerous pursuit  the greatest treasure never found  also tracking clues may lead nathan’s long lost brother ",178.011,Uncharted,7.1,4100,2022,Action,Adventure,,,,,,
177,177,74000000,https://www.thelostcity.movie/,752623,tt13320622,190844029,112,en,"reclusive author loretta sage writes exotic places popular adventure novels feature handsome cover model named alan  tour promoting new book alan, loretta gets kidnapped eccentric billionaire hopes lead ancient city's lost treasure featured latest story  alan, determined prove hero real life pages books, sets rescue her ",176.451,The Lost City,6.7,2385,2022,Action,Adventure,Comedy,,,,,
178,178,150000000,https://www.warnerbros.com/movies/harry-potter-and-order-phoenix/,675,tt0373889,938212738,138,en,"returning fifth year study hogwarts, harry stunned find warnings return lord voldemort ignored  left choice, harry takes matters hands, training small group students defend dark arts ",174.729,Harry Potter and the Order of the Phoenix,7.7,17093,2007,Adventure,Fantasy,Mystery,,,,,
179,179,4000000,,848526,tt14624330,0,110,fr,"arsenaults, close knit family profit illegal hunting, ruled roost several generations témiscouata, quebec  return fold anthony, impetuous youngest family, arrival émilie, radio host exercises ascendancy anthony older brother adam, come test harmony clan ",174.641,Family Game,5.3,5,2022,Drama,Thriller,,,,,,
180,180,130000000,https://www.warnerbros.com/movies/harry-potter-and-prisoner-azkaban/,673,tt0304141,789804554,141,en,"year three hogwarts means new fun challenges harry learns delicate art approaching hippogriff, transforming shape shifting boggarts hilarity even turning back time  term also brings danger  soul sucking dementors hover school, ally accursed he who cannot be named lurks within castle walls, fearsome wizard sirius black escapes azkaban  harry confront all ",173.679,Harry Potter and the Prisoner of Azkaban,8.0,18761,2004,Adventure,Fantasy,,,,,,
182,182,30000000,https://searchlightpictures.com/the-menu,593643,tt9764362,64573550,107,en,"couple travels coastal island eat exclusive restaurant chef prepared lavish menu, shocking surprises ",172.685,The Menu,7.2,539,2022,Comedy,Horror,Thriller,,,,,
183,183,0,https://www.hbomax.com/the-fallout,795514,tt11847410,0,96,en,"wake school tragedy, vada, mia quinton form unique dynamic bond navigate never linear, often confusing journey heal world feels forever changed ",172.538,The Fallout,7.6,528,2021,Drama,,,,,,,
184,184,0,https://www.netflix.com/title/81437344,773867,tt13611770,0,140,ko,"chasing speed, dreams money, team drivers get involved slush fund investigation powerful figure 1988 seoul olympics ",170.027,Seoul Vibe,6.7,111,2022,Action,Adventure,Comedy,Crime,,,,
185,185,69000000,,579974,tt8178634,160000000,187,te,fictional history two legendary revolutionaries' journey away home began fighting country 1920s ,169.831,RRR,7.7,562,2022,Action,Drama,,,,,,
186,186,0,https://www.netflix.com/title/81473627,518896,tt7375466,0,101,zh,"meteor carrying destructive plant strikes world, suicide squad given hours save post apocalyptic city total collapse ",169.286,Warriors of Future,7.4,223,2022,Action,Drama,ScienceFiction,,,,,
188,188,0,,874705,tt13831544,0,85,en,film set small town two modest couples find caught game life   death vicious gang discovery mysterious box buried long ago ,168.458,Ash & Dust,4.0,8,2022,Crime,Thriller,,,,,,
189,189,0,https://www.memorymov.com/,818397,tt11827628,11300000,114,en,"alex, assassin for hire, finds he's become target refuses complete job dangerous criminal organization  crime syndicate fbi hot pursuit, alex skills stay ahead, except one thing  struggling severe memory loss, affecting every move  alex must question every action ultimately trust ",167.109,Memory,7.1,1017,2022,Action,Crime,Thriller,,,,,
190,190,150000000,https://www.marvel.com/movies/shang-chi-and-the-legend-of-the-ten-rings,566525,tt9376612,432243292,132,en,shang chi must confront past thought left behind drawn web mysterious ten rings organization ,166.368,Shang-Chi and the Legend of the Ten Rings,7.6,7551,2021,Action,Adventure,Fantasy,,,,,
192,192,250000000,https://www.warnerbros.com/movies/harry-potter-and-deathly-hallows-part-1/,12444,tt0926084,954305868,146,en,"harry, ron hermione walk away last year hogwarts find destroy remaining horcruxes, putting end voldemort's bid immortality  harry's beloved dumbledore dead voldemort's unscrupulous death eaters loose, world dangerous ever ",165.318,Harry Potter and the Deathly Hallows: Part 1,7.8,16745,2010,Adventure,Fantasy,,,,,,
193,193,125000000,https://www.warnerbros.com/movies/harry-potter-and-deathly-hallows-part-2/,12445,tt1201607,1341511219,130,en,"harry, ron hermione continue quest vanquish evil voldemort all  things begin look hopeless young wizards, harry discovers trio magical objects endow powers rival voldemort's formidable skills ",164.871,Harry Potter and the Deathly Hallows: Part 2,8.1,18066,2011,Adventure,Fantasy,,,,,,
196,196,0,,860854,tt15131130,0,97,en,"longtime best friends sid jonesie dumped respective girlfriends  without living situation, decide become  bromates , bros roommates, puts relationship ultimate test ",163.309,Bromates,5.1,8,2022,Comedy,,,,,,,
197,197,0,,86328,tt2018130,0,20,en,"witnessing brutal murder halloween night, young woman becomes next target maniacal entity ",161.96,Terrifier,6.6,62,2011,Horror,,,,,,,
198,198,0,https://a24films.com/films/men,780609,tt13841850,7168717,100,en,"aftermath personal tragedy, harper retreats alone beautiful english countryside, hoping find place heal  someone   something   surrounding woods appears stalking her, begins simmering dread becomes fully formed nightmare, inhabited darkest memories fears ",160.001,Men,6.3,534,2022,Fantasy,Horror,Thriller,,,,,
199,199,200000000,https://www.marvel.com/movies/black-panther,284054,tt1825683,1347597973,135,en,"king t'challa returns home reclusive, technologically advanced african nation wakanda serve country's new leader  however, t'challa soon finds challenged throne factions within country well without  using powers reserved wakandan kings, t'challa assumes black panther mantle join ex girlfriend nakia, queen mother, princess kid sister, members dora milaje  the wakandan 'special forces'  american secret agent, prevent wakanda dragged world war ",159.94,Black Panther,7.4,20054,2018,Action,Adventure,ScienceFiction,,,,,
